".rownames","EmploymentStatus.fctr","EmploymentStatus.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart","EmploymentStatus.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart.prob","EmploymentStatus.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart.accurate"
"83904","Retired","Retired",0.253397282174261,TRUE
"84587","Unemployed","Employed",0,FALSE
"83240","Employed","Employed",0,TRUE
"92180","Employed","Employed",0.0006426735218509,TRUE
"83373","Employed","Employed",0.0012799414883891,TRUE
"83771","Retired","Retired",0.0438119292791918,TRUE
"85152","Employed","Employed",0.000458295142071494,TRUE
"84210","Unemployed","Not.in.Labor.Force",0.0725902419674733,FALSE
"91606","Employed","Employed",0,TRUE
"84542","Employed","Employed",0.000504032258064516,TRUE
"85304","Employed","Employed",0,TRUE
"83548","Employed","Employed",0.000533760341606619,TRUE
"83480","Retired","Retired",0.0438119292791918,TRUE
"81903","Employed","Employed",0.000504032258064516,TRUE
"84856","Retired","Retired",0.253397282174261,TRUE
"84527","Not.in.Labor.Force","Not.in.Labor.Force",0.393124065769806,TRUE
"84007","Disabled","Not.in.Labor.Force",0.204231311706629,FALSE
"93111","Retired","Not.in.Labor.Force",0.204231311706629,FALSE
"114884","Not.in.Labor.Force","Not.in.Labor.Force",0.0725902419674733,TRUE
"80912","Employed","Employed",0.00102459016393443,TRUE
"84206","Disabled","Retired",0.120448179271709,FALSE
"111388","Employed","Employed",0.00497512437810945,TRUE
"85485","Retired","Disabled",0.445795339412361,FALSE
"83547","Employed","Employed",0.000458295142071494,TRUE
"93335","Retired","Retired",0.0438119292791918,TRUE
"85069","Retired","Retired",0.0438119292791918,TRUE
"84865","Retired","Retired",0.0438119292791918,TRUE
"84466","Employed","Employed",0.000458295142071494,TRUE
"83772","Retired","Retired",0.0438119292791918,TRUE
"91580","Employed","Employed",0.000887836638058597,TRUE
"83590","Employed","Employed",0.000887836638058597,TRUE
"85334","Retired","Retired",0.253397282174261,TRUE
"92996","Disabled","Retired",0.253397282174261,FALSE
"83878","Retired","Retired",0.120448179271709,TRUE
"83980","Employed","Employed",0.0012799414883891,TRUE
"83263","Not.in.Labor.Force","Not.in.Labor.Force",0.0725902419674733,TRUE
"85313","Employed","Employed",0.00102459016393443,TRUE
"84504","Retired","Retired",0.0438119292791918,TRUE
"83478","Employed","Employed",0.000504032258064516,TRUE
"83610","Employed","Employed",0.000887836638058597,TRUE
"85573","Retired","Retired",0.253397282174261,TRUE
"92232","Retired","Retired",0.0438119292791918,TRUE
"85507","Retired","Retired",0.0438119292791918,TRUE
"85488","Employed","Employed",0.000887836638058597,TRUE
"83589","Employed","Employed",0.0006426735218509,TRUE
"92804","Disabled","Not.in.Labor.Force",0.204231311706629,FALSE
"85303","Retired","Retired",0.120448179271709,TRUE
"82254","Employed","Employed",0,TRUE
"84611","Employed","Employed",0.000504032258064516,TRUE
"92184","Employed","Employed",0.000887836638058597,TRUE
"85158","Employed","Employed",0,TRUE
"84254","Employed","Employed",0.0012799414883891,TRUE
"83389","Employed","Employed",0,TRUE
"84164","Employed","Employed",0.000887836638058597,TRUE
"82596","Employed","Employed",0.000887836638058597,TRUE
"91092","Disabled","Retired",0.253397282174261,FALSE
"91763","Employed","Employed",0.000458295142071494,TRUE
"80046","Employed","Employed",0.000533760341606619,TRUE
"79793","Retired","Retired",0.0438119292791918,TRUE
"79833","Retired","Retired",0.0438119292791918,TRUE
"80152","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"92431","Unemployed","Employed",0.000887836638058597,FALSE
"80114","Disabled","Disabled",0.455985915492958,TRUE
"90873","Retired","Retired",0.120448179271709,TRUE
"111521","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"79823","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"79871","Employed","Employed",0.0012799414883891,TRUE
"83877","Retired","Retired",0.253397282174261,TRUE
"80093","Employed","Employed",0,TRUE
"35196","Employed","Employed",0.000533760341606619,TRUE
"80077","Employed","Employed",0.00497512437810945,TRUE
"80178","Employed","Employed",0.00102459016393443,TRUE
"80098","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"80045","Retired","Retired",0.0438119292791918,TRUE
"80044","Retired","Retired",0.0438119292791918,TRUE
"80064","Employed","Employed",0.000887836638058597,TRUE
"83665","Employed","Employed",0.000709471443774388,TRUE
"84610","Employed","Employed",0.000504032258064516,TRUE
"80053","Employed","Employed",0,TRUE
"112817","Employed","Employed",0,TRUE
"79963","Retired","Retired",0.0438119292791918,TRUE
"79796","Employed","Employed",0,TRUE
"79874","Retired","Retired",0.0438119292791918,TRUE
"80090","Employed","Employed",0.0012799414883891,TRUE
"79986","Employed","Employed",0.0012799414883891,TRUE
"80288","Retired","Retired",0.0438119292791918,TRUE
"80368","Employed","Employed",0.000504032258064516,TRUE
"80151","Retired","Disabled",0.4,FALSE
"80071","Employed","Employed",0.0006426735218509,TRUE
"85036","Employed","Employed",0.000709471443774388,TRUE
"112550","Employed","Employed",0.000458295142071494,TRUE
"83524","Retired","Retired",0.0438119292791918,TRUE
"79914","Disabled","Disabled",0.455985915492958,TRUE
"80062","Unemployed","Employed",0.0006426735218509,FALSE
"79964","Retired","Disabled",0.426751592356688,FALSE
"80327","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"84857","Employed","Employed",0.0006426735218509,TRUE
"80054","Employed","Employed",0,TRUE
"79946","Employed","Employed",0.000887836638058597,TRUE
"84864","Employed","Employed",0,TRUE
"113137","Employed","Employed",0.000504032258064516,TRUE
"79832","Employed","Employed",0,TRUE
"80173","Disabled","Retired",0.253397282174261,FALSE
"79810","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"80156","Retired","Retired",0.0438119292791918,TRUE
"80111","Employed","Employed",0.000887836638058597,TRUE
"79968","Employed","Employed",0.000458295142071494,TRUE
"113813","Employed","Employed",0.00102459016393443,TRUE
"83372","Employed","Employed",0.000887836638058597,TRUE
"80089","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"80303","Disabled","Retired",0.120448179271709,FALSE
"84372","Employed","Employed",0.000533760341606619,TRUE
"80306","Not.in.Labor.Force","Not.in.Labor.Force",0.0725902419674733,TRUE
"80095","Retired","Retired",0.0438119292791918,TRUE
"83698","Employed","Employed",0.000709471443774388,TRUE
"80363","Retired","Retired",0.120448179271709,TRUE
"91824","Employed","Employed",0.000887836638058597,TRUE
"79895","Unemployed","Employed",0,FALSE
"79905","Employed","Employed",0.000504032258064516,TRUE
"80065","Employed","Employed",0.000887836638058597,TRUE
"80034","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"84388","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"80112","Employed","Employed",0.000887836638058597,TRUE
"84858","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"83479","Employed","Employed",0.000887836638058597,TRUE
"79969","Employed","Employed",0.000887836638058597,TRUE
"79937","Employed","Employed",0.0012799414883891,TRUE
"79828","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"80232","Employed","Employed",0,TRUE
"79837","Employed","Employed",0.000887836638058597,TRUE
"80275","Employed","Employed",0.0012799414883891,TRUE
"79920","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"80002","Retired","Retired",0.0438119292791918,TRUE
"79775","Unemployed","Employed",0.0006426735218509,FALSE
"91311","Employed","Employed",0.000533760341606619,TRUE
"80086","Employed","Employed",0,TRUE
"80170","Employed","Employed",0.000458295142071494,TRUE
"80230","Employed","Employed",0,TRUE
"109681","Disabled","Disabled",0.4,TRUE
"79777","Retired","Retired",0.0438119292791918,TRUE
"79870","Employed","Employed",0,TRUE
"80006","Employed","Employed",0.000887836638058597,TRUE
"80304","Not.in.Labor.Force","Not.in.Labor.Force",0.0725902419674733,TRUE
"79839","Employed","Employed",0.000887836638058597,TRUE
"80321","Unemployed","Not.in.Labor.Force",0.204231311706629,FALSE
"80277","Employed","Employed",0.00260416666666667,TRUE
"80200","Retired","Retired",0.0438119292791918,TRUE
"80289","Retired","Retired",0.0438119292791918,TRUE
"80104","Retired","Retired",0.253397282174261,TRUE
"113004","Employed","Employed",0,TRUE
"80340","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"80127","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"79829","Employed","Employed",0.000458295142071494,TRUE
"80263","Retired","Retired",0.253397282174261,TRUE
"80341","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"80360","Employed","Employed",0.0006426735218509,TRUE
"80141","Retired","Retired",0.395604395604396,TRUE
"80134","Retired","Retired",0.0438119292791918,TRUE
"79867","Employed","Employed",0.000887836638058597,TRUE
"80316","Retired","Retired",0.0438119292791918,TRUE
"80364","Retired","Retired",0.253397282174261,TRUE
"79841","Employed","Employed",0.000504032258064516,TRUE
"80198","Retired","Disabled",0.445795339412361,FALSE
"112369","Retired","Disabled",0.445795339412361,FALSE
"92054","Employed","Employed",0.000458295142071494,TRUE
"80246","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"80265","Unemployed","Employed",0.000533760341606619,FALSE
"80261","Employed","Employed",0,TRUE
"91834","Employed","Employed",0.000458295142071494,TRUE
"80299","Employed","Employed",0,TRUE
"80318","Employed","Employed",0.000533760341606619,TRUE
"79955","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"112177","Employed","Employed",0.000887836638058597,TRUE
"113407","Employed","Employed",0,TRUE
"91434","Employed","Employed",0.000709471443774388,TRUE
"113139","Employed","Employed",0.000533760341606619,TRUE
"98796","Not.in.Labor.Force","Disabled",0.426751592356688,FALSE
"100363","Employed","Employed",0.000887836638058597,TRUE
"99334","Employed","Employed",0,TRUE
"82603","Employed","Employed",0.00260416666666667,TRUE
"78468","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"97905","Employed","Employed",0.000709471443774388,TRUE
"100362","Employed","Employed",0.00277008310249307,TRUE
"97908","Employed","Employed",0.000709471443774388,TRUE
"78469","Employed","Employed",0.0006426735218509,TRUE
"83897","Employed","Employed",0.00102459016393443,TRUE
"99013","Not.in.Labor.Force","Not.in.Labor.Force",0.0725902419674733,TRUE
"99044","Employed","Employed",0.0006426735218509,TRUE
"79099","Unemployed","Employed",0.000887836638058597,FALSE
"98882","Employed","Employed",0.0006426735218509,TRUE
"77564","Employed","Employed",0.000709471443774388,TRUE
"80184","Retired","Retired",0.0438119292791918,TRUE
"99968","Retired","Retired",0.0438119292791918,TRUE
"99708","Unemployed","Employed",0.0012799414883891,FALSE
"98022","Retired","Retired",0.0438119292791918,TRUE
"97899","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"99725","Employed","Employed",0.000709471443774388,TRUE
"97904","Not.in.Labor.Force","Not.in.Labor.Force",0.393124065769806,TRUE
"99178","Employed","Employed",0.000458295142071494,TRUE
"98371","Employed","Employed",0,TRUE
"78931","Employed","Employed",0,TRUE
"78450","Retired","Employed",0.00260416666666667,FALSE
"98994","Employed","Employed",0.000887836638058597,TRUE
"112693","Employed","Employed",0.0006426735218509,TRUE
"99164","Retired","Retired",0.120448179271709,TRUE
"99388","Employed","Employed",0.0012799414883891,TRUE
"99167","Retired","Retired",0.0438119292791918,TRUE
"99165","Retired","Retired",0.0438119292791918,TRUE
"112265","Retired","Retired",0.0438119292791918,TRUE
"100046","Employed","Employed",0,TRUE
"98748","Employed","Employed",0.000458295142071494,TRUE
"98258","Employed","Employed",0.000533760341606619,TRUE
"77506","Employed","Employed",0,TRUE
"98915","Employed","Employed",0.000458295142071494,TRUE
"77504","Employed","Employed",0.0012799414883891,TRUE
"100215","Employed","Employed",0.000709471443774388,TRUE
"100227","Employed","Employed",0.0012799414883891,TRUE
"100045","Employed","Employed",0,TRUE
"99014","Employed","Employed",0,TRUE
"99938","Employed","Employed",0.000533760341606619,TRUE
"112453","Retired","Retired",0.0438119292791918,TRUE
"114392","Not.in.Labor.Force","Employed",0.00102459016393443,FALSE
"98561","Retired","Retired",0.0438119292791918,TRUE
"98747","Retired","Retired",0.0438119292791918,TRUE
"35103","Retired","Retired",0.0438119292791918,TRUE
"100248","Retired","Retired",0.0438119292791918,TRUE
"99903","Retired","Retired",0.0438119292791918,TRUE
"99278","Employed","Employed",0.00277008310249307,TRUE
"99483","Retired","Retired",0.253397282174261,TRUE
"100241","Employed","Employed",0,TRUE
"99069","Retired","Retired",0.253397282174261,TRUE
"98681","Employed","Employed",0.0006426735218509,TRUE
"83827","Retired","Retired",0.0438119292791918,TRUE
"98773","Employed","Employed",0.000458295142071494,TRUE
"78195","Retired","Retired",0.0438119292791918,TRUE
"109642","Disabled","Disabled",0.445795339412361,TRUE
"100348","Retired","Retired",0.0438119292791918,TRUE
"78236","Retired","Retired",0.253397282174261,TRUE
"126708","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"99933","Employed","Employed",0.000458295142071494,TRUE
"98700","Employed","Employed",0.0012799414883891,TRUE
"98806","Employed","Employed",0.000458295142071494,TRUE
"99948","Retired","Retired",0.0438119292791918,TRUE
"98701","Employed","Employed",0.000458295142071494,TRUE
"99349","Retired","Retired",0.0438119292791918,TRUE
"98597","Employed","Employed",0.00102459016393443,TRUE
"77710","Retired","Retired",0.0438119292791918,TRUE
"99560","Retired","Retired",0.0438119292791918,TRUE
"84099","Retired","Retired",0.0438119292791918,TRUE
"99440","Not.in.Labor.Force","Not.in.Labor.Force",0.393124065769806,TRUE
"126855","Retired","Retired",0.0438119292791918,TRUE
"126836","Employed","Employed",0,TRUE
"98742","Retired","Retired",0.0438119292791918,TRUE
"99258","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"99913","Not.in.Labor.Force","Employed",0.000533760341606619,FALSE
"126666","Not.in.Labor.Force","Not.in.Labor.Force",0.0725902419674733,TRUE
"101368","Employed","Employed",0.000458295142071494,TRUE
"101539","Employed","Employed",0,TRUE
"101139","Employed","Employed",0.0006426735218509,TRUE
"80103","Retired","Retired",0.0438119292791918,TRUE
"101369","Employed","Employed",0.000887836638058597,TRUE
"101436","Employed","Employed",0.0012799414883891,TRUE
"343","Employed","Employed",0.000504032258064516,TRUE
"83530","Employed","Employed",0,TRUE
"101704","Employed","Employed",0.000504032258064516,TRUE
"101338","Employed","Employed",0.000709471443774388,TRUE
"101268","Employed","Employed",0,TRUE
"101376","Employed","Employed",0.000887836638058597,TRUE
"101706","Employed","Employed",0.0006426735218509,TRUE
"101625","Employed","Employed",0,TRUE
"101349","Employed","Employed",0,TRUE
"101775","Employed","Employed",0.000458295142071494,TRUE
"101737","Retired","Retired",0.0438119292791918,TRUE
"101270","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"116123","Employed","Employed",0.0006426735218509,TRUE
"116291","Employed","Employed",0.0012799414883891,TRUE
"116292","Retired","Retired",0.0438119292791918,TRUE
"116450","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"115878","Not.in.Labor.Force","Retired",0.120448179271709,FALSE
"115876","Employed","Employed",0.0012799414883891,TRUE
"116422","Employed","Employed",0.0006426735218509,TRUE
"116302","Unemployed","Employed",0,FALSE
"116459","Employed","Employed",0.0006426735218509,TRUE
"116427","Employed","Employed",0.0006426735218509,TRUE
"43296","Employed","Employed",0.000458295142071494,TRUE
"43038","Employed","Employed",0.000504032258064516,TRUE
"116124","Unemployed","Employed",0.000458295142071494,FALSE
"116362","Employed","Employed",0,TRUE
"116088","Employed","Employed",0.000458295142071494,TRUE
"79824","Employed","Employed",0.000887836638058597,TRUE
"116000","Employed","Employed",0,TRUE
"116448","Employed","Employed",0,TRUE
"98857","Employed","Employed",0.000533760341606619,TRUE
"44496","Employed","Employed",0.000887836638058597,TRUE
"44661","Disabled","Retired",0.120448179271709,FALSE
"44732","Employed","Employed",0.000458295142071494,TRUE
"44713","Employed","Employed",0.000533760341606619,TRUE
"44675","Disabled","Not.in.Labor.Force",0.204231311706629,FALSE
"44657","Employed","Employed",0.000458295142071494,TRUE
"44517","Unemployed","Employed",0.0006426735218509,FALSE
"44581","Employed","Employed",0,TRUE
"105294","Employed","Employed",0,TRUE
"105175","Employed","Employed",0.000887836638058597,TRUE
"105174","Employed","Employed",0,TRUE
"105518","Employed","Employed",0,TRUE
"105363","Retired","Retired",0.0438119292791918,TRUE
"105451","Employed","Employed",0.000887836638058597,TRUE
"105668","Disabled","Disabled",0.445795339412361,TRUE
"105223","Employed","Employed",0.000887836638058597,TRUE
"105630","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"105480","Retired","Retired",0.0438119292791918,TRUE
"105450","Employed","Employed",0.000887836638058597,TRUE
"105452","Retired","Retired",0.0438119292791918,TRUE
"105354","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"105268","Employed","Employed",0,TRUE
"105364","Retired","Retired",0.0438119292791918,TRUE
"105494","Retired","Disabled",0.445795339412361,FALSE
"105159","Not.in.Labor.Force","Not.in.Labor.Force",0.393124065769806,TRUE
"105311","Disabled","Not.in.Labor.Force",0.393124065769806,FALSE
"43537","Employed","Employed",0.000458295142071494,TRUE
"60761","Employed","Employed",0.0006426735218509,TRUE
"43606","Employed","Employed",0.000458295142071494,TRUE
"60170","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"80332","Employed","Employed",0.000458295142071494,TRUE
"61078","Unemployed","Employed",0.000533760341606619,FALSE
"61207","Retired","Retired",0.120448179271709,TRUE
"61102","Employed","Employed",0.0006426735218509,TRUE
"61073","Employed","Employed",0.000887836638058597,TRUE
"80163","Disabled","Retired",0.0438119292791918,FALSE
"60652","Not.in.Labor.Force","Not.in.Labor.Force",0.0725902419674733,TRUE
"61798","Employed","Employed",0.000504032258064516,TRUE
"61514","Employed","Employed",0,TRUE
"61075","Employed","Employed",0.000533760341606619,TRUE
"60074","Employed","Employed",0.0006426735218509,TRUE
"62015","Employed","Employed",0.0012799414883891,TRUE
"43717","Employed","Employed",0,TRUE
"84541","Unemployed","Employed",0.00102459016393443,FALSE
"1363","Retired","Retired",0.253397282174261,TRUE
"1356","Employed","Employed",0.000458295142071494,TRUE
"1141","Unemployed","Employed",0.000887836638058597,FALSE
"1258","Retired","Disabled",0.455985915492958,FALSE
"1236","Retired","Retired",0.120448179271709,TRUE
"1228","Disabled","Retired",0.253397282174261,FALSE
"1274","Disabled","Disabled",0.445795339412361,TRUE
"1288","Disabled","Disabled",0.445795339412361,TRUE
"129534","Employed","Employed",0.000887836638058597,TRUE
"129342","Employed","Employed",0,TRUE
"129169","Employed","Employed",0.000887836638058597,TRUE
"129563","Retired","Retired",0.0438119292791918,TRUE
"116359","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"79858","Employed","Employed",0.0012799414883891,TRUE
"129171","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"129675","Employed","Employed",0.000709471443774388,TRUE
"129600","Employed","Employed",0.000709471443774388,TRUE
"129168","Employed","Employed",0.00277008310249307,TRUE
"79808","Employed","Employed",0.000887836638058597,TRUE
"116417","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"128950","Employed","Employed",0.000887836638058597,TRUE
"129204","Retired","Retired",0.0438119292791918,TRUE
"42846","Unemployed","Not.in.Labor.Force",0.0725902419674733,FALSE
"129453","Not.in.Labor.Force","Retired",0.0438119292791918,FALSE
"129017","Retired","Retired",0.0438119292791918,TRUE
"129653","Retired","Retired",0.0438119292791918,TRUE
"129370","Employed","Employed",0.00102459016393443,TRUE
"129455","Unemployed","Employed",0.000458295142071494,FALSE
"128783","Employed","Employed",0.000887836638058597,TRUE
"129552","Employed","Employed",0,TRUE
"128782","Employed","Employed",0.000458295142071494,TRUE
"129446","Employed","Employed",0.00102459016393443,TRUE
"89017","Retired","Retired",0.253397282174261,TRUE
"88793","Retired","Not.in.Labor.Force",0.393124065769806,FALSE
"25077","Not.in.Labor.Force","Not.in.Labor.Force",0.0725902419674733,TRUE
"88903","Employed","Employed",0.0006426735218509,TRUE
"89062","Employed","Employed",0.000887836638058597,TRUE
"88970","Employed","Employed",0.000504032258064516,TRUE
"88792","Retired","Retired",0.0438119292791918,TRUE
"88812","Employed","Employed",0.000533760341606619,TRUE
"88915","Retired","Retired",0.0438119292791918,TRUE
"88943","Employed","Employed",0,TRUE
"88986","Retired","Retired",0.0438119292791918,TRUE
"89070","Employed","Employed",0.000887836638058597,TRUE
"80060","Employed","Employed",0.000887836638058597,TRUE
"89060","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"88959","Retired","Retired",0.0438119292791918,TRUE
"89027","Employed","Employed",0.000887836638058597,TRUE
"88877","Employed","Employed",0.000887836638058597,TRUE
"88822","Retired","Retired",0.253397282174261,TRUE
"88809","Employed","Employed",0.000887836638058597,TRUE
"89063","Employed","Employed",0.000887836638058597,TRUE
"88876","Employed","Employed",0.0006426735218509,TRUE
"80228","Employed","Employed",0.0012799414883891,TRUE
"34969","Employed","Employed",0.0006426735218509,TRUE
"47013","Employed","Employed",0,TRUE
"35169","Retired","Retired",0.0438119292791918,TRUE
"35105","Retired","Retired",0.0438119292791918,TRUE
"79954","Employed","Employed",0.000504032258064516,TRUE
"46540","Employed","Employed",0.000887836638058597,TRUE
"34935","Employed","Employed",0.000887836638058597,TRUE
"80319","Disabled","Disabled",0.455985915492958,TRUE
"34913","Not.in.Labor.Force","Not.in.Labor.Force",0.204231311706629,TRUE
"34986","Not.in.Labor.Force","Not.in.Labor.Force",0.0725902419674733,TRUE
"34816","Employed","Employed",0.000504032258064516,TRUE
"33016","Not.in.Labor.Force","Not.in.Labor.Force",0.393124065769806,TRUE
"80236","Employed","Employed",0.000533760341606619,TRUE
"33642","Employed","Employed",0.000533760341606619,TRUE
"47007","Retired","Retired",0.0438119292791918,TRUE
"33125","Employed","Employed",0,TRUE
"34070","Retired","Retired",0.0438119292791918,TRUE
"32777","Employed","Employed",0.000458295142071494,TRUE
"33569","Retired","Retired",0.253397282174261,TRUE
"98551","Disabled","Retired",0.395604395604396,FALSE
"33904","Retired","Retired",0.120448179271709,TRUE
"32989","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"32434","Employed","Employed",0.0012799414883891,TRUE
"33759","Employed","Employed",0.000533760341606619,TRUE
"46852","Retired","Retired",0.0438119292791918,TRUE
"46665","Employed","Employed",0,TRUE
"34109","Employed","Employed",0.0012799414883891,TRUE
"32431","Employed","Employed",0.000709471443774388,TRUE
"32789","Employed","Employed",0.0006426735218509,TRUE
"33416","Employed","Employed",0,TRUE
"62798","Employed","Employed",0.000709471443774388,TRUE
"98441","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"62551","Employed","Employed",0.0012799414883891,TRUE
"33409","Retired","Retired",0.253397282174261,TRUE
"62880","Employed","Employed",0.000887836638058597,TRUE
"99092","Retired","Retired",0.120448179271709,TRUE
"62771","Employed","Employed",0,TRUE
"33127","Disabled","Not.in.Labor.Force",0.204231311706629,FALSE
"34237","Employed","Employed",0,TRUE
"32601","Employed","Employed",0.000887836638058597,TRUE
"33611","Employed","Employed",0,TRUE
"32657","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"32600","Retired","Retired",0.120448179271709,TRUE
"62532","Employed","Employed",0.0006426735218509,TRUE
"33641","Retired","Retired",0.253397282174261,TRUE
"33600","Disabled","Retired",0.0438119292791918,FALSE
"66406","Employed","Employed",0.0012799414883891,TRUE
"98562","Retired","Retired",0.0438119292791918,TRUE
"66515","Employed","Employed",0,TRUE
"99186","Employed","Employed",0.000887836638058597,TRUE
"66336","Employed","Employed",0.000887836638058597,TRUE
"32793","Employed","Employed",0.0006426735218509,TRUE
"66432","Employed","Employed",0.00311526479750779,TRUE
"66512","Employed","Employed",0.0006426735218509,TRUE
"99936","Employed","Employed",0.0006426735218509,TRUE
"32696","Not.in.Labor.Force","Not.in.Labor.Force",0.0153335037055967,TRUE
"66521","Employed","Employed",0.000533760341606619,TRUE
"66392","Employed","Employed",0.000887836638058597,TRUE
"34005","Employed","Employed",0.0006426735218509,TRUE
"33025","Not.in.Labor.Force","Not.in.Labor.Force",0.0725902419674733,TRUE
"34155","Employed","Employed",0.00497512437810945,TRUE
"33258","Retired","Retired",0.0438119292791918,TRUE
"33448","Employed","Employed",0.000887836638058597,TRUE
"66231","Employed","Employed",0.000458295142071494,TRUE
"66470","Employed","Employed",0.0012799414883891,TRUE
"32475","Employed","Employed",0.000533760341606619,TRUE
"34265","Unemployed","Not.in.Labor.Force",0.0725902419674733,FALSE
"32848","Retired","Retired",0.0438119292791918,TRUE
"34129","Employed","Employed",0.000458295142071494,TRUE
"33117","Retired","Retired",0.0438119292791918,TRUE
